Truth,Decoded
Salve quanto costa quell articolo,al tutto costa ulaticolo
Purtroppo non lo so pero potresti chiedere all autista,purtrtoponon io io so pero pero che al autista
Va bene grazie lo stesso,va grazie lo stesso
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco lei io un macheto
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo pero mario
Si grazie e arrivederci,va e io eaizesi
Si grazie e arrivederci,si ofezire crire ecco
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiereal autista
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,certo a a e un un saceto
Buongiorno io sono Mario,buongiorno io sono mario
