Truth,Decoded
Tutto bene tu,quanto bene
Prendiamo un caffe al bar,peredra a e e
Le auguro una buona giornata,quanto costa un tra
Buongiorno io sono Mario,pretonto
Piacere Luigi come stai,pero e io
A che ora arriva il pullman,pero ora vulan
Tutto bene grazie,certo bene
Perfetto vorrei comprarne due.,certo otir costa
"Certo volentieri, io lo prendero macchiato",pirerdrero
Salve quanto costa quell articolo,e e so
Purtroppo non lo so pero potresti chiedere all autista,certo e si le iutsa
E in offerta costa dieci euro,e e
Quanto costa il biglietto,praei
Certo ecco a lei vuole un sacchetto,si lei io
Prego,prego
Buonasera io sono Mario,buona io sono mario
