Truth,Decoded
Si grazie e arrivederci,io lo
Certo ecco a lei vuole un sacchetto,certo lo
Buongiorno io sono Mario,io lo
"Certo volentieri, io lo prendero macchiato",euro lo
Perfetto vorrei comprarne due.,due lo
Tutto bene grazie,e io
Prego,bene io
Buonasera io sono Mario,lo lo
Va bene grazie lo stesso,bene io
Certo ecco a lei vuole un sacchetto,certo io lo
Quanto costa il biglietto,io io
Tutto bene tu,io io
Si grazie e arrivederci,tu io
A che ora arriva il pullman,bene lo
Buongiorno io sono Mario,lo io e io
Le auguro una buona giornata,io io e e io
