Truth,Decoded
Prendiamo un caffe al bar,pbeniao un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere lo io come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non io so pero potresti chirede al autista
Certo ecco a lei vuole un sacchetto,certo a lo io sono sachieato
"Certo volentieri, io lo prendero macchiato",certo volntero io lo pero macchiato
Quanto costa il biglietto,quanto costa il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve quanto io vuole io io
A che ora arriva il pullman,a che orariv io pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arriva va minuto
Prego,prego
E in offerta costa dieci euro,e in offerta costa io pero
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere luigi come stai
