Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri lo prendero macchiato
Prego,prego
Perfetto vorrei comprarne due.,a quanto costa lstaurel euro
E in offerta costa dieci euro,e gfent costa dieci io
Quanto costa il biglietto,quanto stai il biglietto
Le auguro una buona giornata,le quanto certo una io bilata
Buongiorno io sono Mario,butoio sono mario
Buonasera io sono Mario,io ongsiera io sono mario
Va bene grazie lo stesso,a non e garzriea lo tutto
Tutto bene grazie,buagnrnoia le a a
"Certo volentieri, io lo prendero macchiato",perfetnteta costadrel lo tutto
Prendiamo un caffe al bar,preodandiamo una caffe al bar
Si grazie e arrivederci,si grevotetra itaieaiel tutto
Salve quanto costa quell articolo,salve qeanat costa queticolo
Prego,prego
