Truth,Decoded
Tutto bene tu,e io
Prendiamo un caffe al bar,pero io
Le auguro una buona giornata,pero e
Buongiorno io sono Mario,prui io
Piacere Luigi come stai,pero io io
A che ora arriva il pullman,e e e
Tutto bene grazie,tutto
Perfetto vorrei comprarne due.,pero e reluto
"Certo volentieri, io lo prendero macchiato",a lei lo
Salve quanto costa quell articolo,a pero
Purtroppo non lo so pero potresti chiedere all autista,pero tu lo
E in offerta costa dieci euro,a e io
Quanto costa il biglietto,e e io
Certo ecco a lei vuole un sacchetto,a e io
Prego,io
Buonasera io sono Mario,io a io oato
