Truth,Decoded
Prendiamo un caffe al bar,pbeniao un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene grazie,tutto bene io io
Piacere Luigi come stai,piacere lo io come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non io so pero potresti ciede al autista
Certo ecco a lei vuole un sacchetto,io una lo io sono sachieato
"Certo volentieri, io lo prendero macchiato",certo volntero io lo pero macchiato
Quanto costa il biglietto,quanto ora il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve quanto io vuole io io
A che ora arriva il pullman,a che arriva io pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arireavae lo snuteso
Prego,pero
E in offerta costa dieci euro,e in offerta costa si pero
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere lo come stai
