Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,quotita io io
"Certo volentieri, io lo prendero macchiato",e renrta cosradre io
Purtroppo non lo so pero potresti chiedere all autista,pero io cpoteierel costa
Dovrebbe arrivare tra qualche minuto,perfetto a ciofrare io io
Va bene grazie lo stesso,e io una io certo
E in offerta costa dieci euro,gfet ora io io
Prendiamo un caffe al bar,prego drdamo un caffe al bar
Piacere Luigi come stai,ecco un come stai
A che ora arriva il pullman,a rfeo vorara io pullman
Le auguro una buona giornata,salve quanto costa una ielata
Buongiorno io sono Mario,butongono io un io
Certo ecco a lei vuole un sacchetto,si grervotr io io io
Buonasera io sono Mario,tu onoasira io sono mario
