Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo io io io etito
Tutto bene tu,io lo
Le auguro una buona giornata,tu a io
Salve quanto costa quell articolo,e tu lo
Piacere Luigi come stai,pero io io
Perfetto vorrei comprarne due.,e io
"Certo volentieri, io lo prendero macchiato",certo io io io
E in offerta costa dieci euro,un io io
A che ora arriva il pullman,tu e io
Buongiorno io sono Mario,tutto io
Purtroppo non lo so pero potresti chiedere all autista,certo io io io e e acrito
Dovrebbe arrivare tra qualche minuto,un lo
Tutto bene tu,io io
Certo ecco a lei vuole un sacchetto,un io
Quanto costa il biglietto,io io
Tutto bene grazie,un io
