Truth,Decoded
Si grazie e arrivederci,io io
Certo ecco a lei vuole un sacchetto,ecco io io
Buongiorno io sono Mario,tu lo
"Certo volentieri, io lo prendero macchiato",euro io io
Perfetto vorrei comprarne due.,e lo
Tutto bene grazie,tu io
Prego,bene io
Buonasera io sono Mario,certo io
Va bene grazie lo stesso,e io
Certo ecco a lei vuole un sacchetto,bene io io lo
Quanto costa il biglietto,io io
Tutto bene tu,tu io
Si grazie e arrivederci,tu io
A che ora arriva il pullman,bene lo
Buongiorno io sono Mario,ruoeoeo
Le auguro una buona giornata,io io io e lo
