Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
A che ora arriva il pullman,a che orariv io puonlmain
Certo ecco a lei vuole un sacchetto,va ora io come io
Buonasera io sono Mario,buonasera io sono mario
Le auguro una buona giornata,le quanto io buona cielauta
Quanto costa il biglietto,quanto io elaista
Tutto bene tu,certo bene e
Prego,prego
Dovrebbe arrivare tra qualche minuto,dovre arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Si grazie e arrivederci,si grito io il costa
Purtroppo non lo so pero potresti chiedere all autista,pruravto lo lo cpotre ptrei iedrel autista
Tutto bene grazie,le quanto io bene e e
Salve quanto costa quell articolo,salve quanto costa cuetilo
