Truth,Decoded
"Certo volentieri, io lo prendero macchiato",pero io io io certo
Tutto bene tu,un lo
Le auguro una buona giornata,buona io certo
Salve quanto costa quell articolo,e un e lo
Piacere Luigi come stai,io io io
Perfetto vorrei comprarne due.,e io io
"Certo volentieri, io lo prendero macchiato",pero io io io io
E in offerta costa dieci euro,un io e io
A che ora arriva il pullman,e e a io
Buongiorno io sono Mario,tutto io
Purtroppo non lo so pero potresti chiedere all autista,certo io io io e e certo
Dovrebbe arrivare tra qualche minuto,un io lo
Tutto bene tu,tutto
Certo ecco a lei vuole un sacchetto,tu io io
Quanto costa il biglietto,tutto
Tutto bene grazie,un e lo
