Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,qutia a
"Certo volentieri, io lo prendero macchiato",e rfert cosradre io
Purtroppo non lo so pero potresti chiedere all autista,certo si cpoteieirer costa
Dovrebbe arrivare tra qualche minuto,prentoto a arare e io
Va bene grazie lo stesso,va bene e io ecco
E in offerta costa dieci euro,si gferit io
Prendiamo un caffe al bar,prendiamo un caffe al bar
Piacere Luigi come stai,piacere un io come stai
A che ora arriva il pullman,a che ora io pullman
Le auguro una buona giornata,le quanto certo una io glata
Buongiorno io sono Mario,prego io
Certo ecco a lei vuole un sacchetto,si e tra io io io
Buonasera io sono Mario,buonasera io sono mario
