Truth,Decoded
Si grazie e arrivederci,si gritr vieueuo
Salve quanto costa quell articolo,salve fetnart cutaqutiolo
Prego,prego
Dovrebbe arrivare tra qualche minuto,perfetto a areavre e euro
Purtroppo non lo so pero potresti chiedere all autista,certo si poteiueie costa
Tutto bene tu,tu bene e
Piacere Luigi come stai,lo uouri bene stai
Certo ecco a lei vuole un sacchetto,va lo oruvi io lo so
A che ora arriva il pullman,a che vorara io un un
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve euro a quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
