Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo ontrero io e sono macchiato
Tutto bene tu,tutto un tu
Le auguro una buona giornata,le auguro lo una una
Salve quanto costa quell articolo,salve quanto costa uelictlo
Piacere Luigi come stai,piacere io lo stai
Perfetto vorrei comprarne due.,perfetto va come e
"Certo volentieri, io lo prendero macchiato",certo voltiri io plonperer mario
E in offerta costa dieci euro,e in lo pero costa a euro
A che ora arriva il pullman,a che raravio pullman
Buongiorno io sono Mario,bunir io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtopono sono so pero lo cerera autista
Dovrebbe arrivare tra qualche minuto,dortboberivar a uhnminuto
Tutto bene tu,tutto bene
Certo ecco a lei vuole un sacchetto,certo a un io un mario
Quanto costa il biglietto,quanto lo e
Tutto bene grazie,tutto un grazie
