Truth,Decoded
Tutto bene tu,io io
Prendiamo un caffe al bar,io io
Le auguro una buona giornata,io io
Buongiorno io sono Mario,io io
Piacere Luigi come stai,io io io
A che ora arriva il pullman,io io
Tutto bene grazie,io io
Perfetto vorrei comprarne due.,io io io
"Certo volentieri, io lo prendero macchiato",io io
Salve quanto costa quell articolo,io io
Purtroppo non lo so pero potresti chiedere all autista,certo lo
E in offerta costa dieci euro,io io
Quanto costa il biglietto,io io
Certo ecco a lei vuole un sacchetto,io io
Prego,tu io
Buonasera io sono Mario,certo io io io
