Truth,Decoded
Tutto bene tu,tu io
Prendiamo un caffe al bar,pero io
Le auguro una buona giornata,certo io io
Buongiorno io sono Mario,io io
Piacere Luigi come stai,pero io io
A che ora arriva il pullman,pero io
Tutto bene grazie,un io
Perfetto vorrei comprarne due.,io io e e lo
"Certo volentieri, io lo prendero macchiato",pero io io
Salve quanto costa quell articolo,bene io
Purtroppo non lo so pero potresti chiedere all autista,pero io io lo
E in offerta costa dieci euro,e io
Quanto costa il biglietto,pero io
Certo ecco a lei vuole un sacchetto,bene io
Prego,tu io
Buonasera io sono Mario,io io io io
