Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo sono io so pero potre chreral autista
Va bene grazie lo stesso,varene grazie lo stesso
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco lei vuole un macheto
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo pero macchiato
Si grazie e arrivederci,si grazie eiereso
Si grazie e arrivederci,riofzere io io ecco
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere autista
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,certo ecco a lei il un sacchetto
Buongiorno io sono Mario,buongiorno io sono mario
