Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa ulicolo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non io so so pero pero che lo autista
Va bene grazie lo stesso,va bene grazie lo stesso
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco le io poleon macheto
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo pero mario
Si grazie e arrivederci,va grere lei
Si grazie e arrivederci,e iofzie rirecri
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non io so pero potresti chiedere autista
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,e certo ecco a io il unsacheto
Buongiorno io sono Mario,buongiorno io sono mario
