Truth,Decoded
Prendiamo un caffe al bar,prendiamo un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non io so pero potrtichiede al autista
Certo ecco a lei vuole un sacchetto,certo una lo io io macchiato
"Certo volentieri, io lo prendero macchiato",certo volntero io pero pero macchiato
Quanto costa il biglietto,quanto ora il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve quanto uoet vuole e io
A che ora arriva il pullman,a che orariv io pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe ariravael snuteso
Prego,prego
E in offerta costa dieci euro,e in offerta costa dieci euro
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacereligi come stai
