Truth,Decoded
Prendiamo un caffe al bar,prendiamo un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere lo come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo sono so pero potresti chiedere al autista
Certo ecco a lei vuole un sacchetto,io onaea lueao sono sachieto
"Certo volentieri, io lo prendero macchiato",certo olntero io lo prendero macchiato
Quanto costa il biglietto,quanto costa il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve quanto io vuole io io
A che ora arriva il pullman,a che arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare lo minuto
Prego,prego
E in offerta costa dieci euro,e in offerta costa lei euro
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere luigi come stai
