Truth,Decoded
Prendiamo un caffe al bar,prendero un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne e
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo sono so pero potresti chiedere autista
Certo ecco a lei vuole un sacchetto,io a due io sono sachito
"Certo volentieri, io lo prendero macchiato",certo ontero io io prego macchiato
Quanto costa il biglietto,quanto costa il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,le tutto una vuole e a
A che ora arriva il pullman,a che orariv io io a
Dovrebbe arrivare tra qualche minuto,vabube agrairavael stesso
Prego,pero
E in offerta costa dieci euro,e in offerta costa si pero
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere luigi come stai
