Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto sono una che alata
Dovrebbe arrivare tra qualche minuto,dovrfeto e arrivare a che minuto
Purtroppo non lo so pero potresti chiedere all autista,pruato io io cpoti pero il costa
E in offerta costa dieci euro,si gfea io dilio
"Certo volentieri, io lo prendero macchiato",e gfeta comtadre lo io
Perfetto vorrei comprarne due.,al quanto costa larelie
Tutto bene tu,funtoto bene a
A che ora arriva il pullman,a che ora io io pullman
Quanto costa il biglietto,salve quanto osaleitita
Prego,prfetobge
Va bene grazie lo stesso,va e io isutso
Tutto bene grazie,le quanto bene e
Prendiamo un caffe al bar,prendiamo un caffe al bar
