Truth,Decoded
"Certo volentieri, io lo prendero macchiato",rutc io io io io io lo
Tutto bene tu,io io
Le auguro una buona giornata,e a a a io io
Salve quanto costa quell articolo,tra certo
Piacere Luigi come stai,un io
Perfetto vorrei comprarne due.,tu lo
"Certo volentieri, io lo prendero macchiato",un io io
E in offerta costa dieci euro,un a io
A che ora arriva il pullman,un io
Buongiorno io sono Mario,e io
Purtroppo non lo so pero potresti chiedere all autista,un e io io io e certo
Dovrebbe arrivare tra qualche minuto,e io lo
Tutto bene tu,e lo
Certo ecco a lei vuole un sacchetto,un io
Quanto costa il biglietto,e io
Tutto bene grazie,tra io
