Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri lo prendero macchiato
Prego,prego
Perfetto vorrei comprarne due.,si grarta costa drliui
E in offerta costa dieci euro,gfeta io io
Quanto costa il biglietto,quanto costa e lo
Le auguro una buona giornata,le quanto sono una io lata
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,buonasera io sono mario
Va bene grazie lo stesso,si greona arede e
Tutto bene grazie,tu io bene e
"Certo volentieri, io lo prendero macchiato",e rfetnteta coptadel io
Prendiamo un caffe al bar,preordamo un caffe al bar
Si grazie e arrivederci,si grielcuo
Salve quanto costa quell articolo,al gqean ctactiolo
Prego,prego
