Truth,Decoded
Prendiamo un caffe al bar,pbeniro un a lo bar
Perfetto vorrei comprarne due.,prfetr ioreo compar due
Tutto bene grazie,tutto un grazie
Piacere Luigi come stai,piacere loulo come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io so pero porsichirede al autista
Certo ecco a lei vuole un sacchetto,certo a e io sono achieato
"Certo volentieri, io lo prendero macchiato",certo ontero io lo certo macchiato
Quanto costa il biglietto,quanto ora il bilaeto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve quanto e vuole io io
A che ora arriva il pullman,a che orarva io puolain
Dovrebbe arrivare tra qualche minuto,dovrebbe ravrl un minuto
Prego,prego
E in offerta costa dieci euro,e in ora ora pero
Buongiorno io sono Mario,bungsoro io sono mario
Piacere Luigi come stai,piacere come stai
