Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri lo prendero macchiato
Prego,prego
Perfetto vorrei comprarne due.,si graoneto costa le io
E in offerta costa dieci euro,gfeta costa cieio
Quanto costa il biglietto,quaontosta e io
Le auguro una buona giornata,salve quanto certo una ioelata
Buongiorno io sono Mario,beongoio un io
Buonasera io sono Mario,tu ongsora io sono mario
Va bene grazie lo stesso,a certo ora grazie e euro
Tutto bene grazie,le qugaongrtoio le igato
"Certo volentieri, io lo prendero macchiato",salve qeta costa e lo
Prendiamo un caffe al bar,prendiamo una caffe al bar
Si grazie e arrivederci,si gritrieiltuto
Salve quanto costa quell articolo,salve qatnar costa cueticolo
Prego,prego
