Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,quntoita io
"Certo volentieri, io lo prendero macchiato",pero costadrelrilo
Purtroppo non lo so pero potresti chiedere all autista,certo rivi poti peier costa
Dovrebbe arrivare tra qualche minuto,perfetto a careare io e euro
Va bene grazie lo stesso,e greone e mario pero
E in offerta costa dieci euro,gfetra costa io
Prendiamo un caffe al bar,prendiamo e caffe lo bar
Piacere Luigi come stai,piacere un come stai
A che ora arriva il pullman,parhe oraria io pullman
Le auguro una buona giornata,salve quanto costa una io ilata
Buongiorno io sono Mario,pfeon io
Certo ecco a lei vuole un sacchetto,e e io io colao
Buonasera io sono Mario,buonasera io sono mario
