Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa una articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,quanto io a io
"Certo volentieri, io lo prendero macchiato",pero cosladrer io
Purtroppo non lo so pero potresti chiedere all autista,prtopo tu va io prego autista
Dovrebbe arrivare tra qualche minuto,prfetvio a cifeair io due
Va bene grazie lo stesso,preone e io e
E in offerta costa dieci euro,gfer io ioiro
Prendiamo un caffe al bar,prendiamo e caffe lo bar
Piacere Luigi come stai,piacere un come stai
A che ora arriva il pullman,che ora il pullman
Le auguro una buona giornata,le quanto tutto una io a
Buongiorno io sono Mario,buona io un mario
Certo ecco a lei vuole un sacchetto,pero ora io coleao
Buonasera io sono Mario,buonasera io sono mario
