Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prego,prego
Perfetto vorrei comprarne due.,si gfeto costa lsradre due
E in offerta costa dieci euro,gfeiot io io
Quanto costa il biglietto,quanto costa il bibito
Le auguro una buona giornata,le quanto voato una io lata
Buongiorno io sono Mario,beoio bene io
Buonasera io sono Mario,buonasera io sono mario
Va bene grazie lo stesso,a bene a grazie e
Tutto bene grazie,tutto bene e
"Certo volentieri, io lo prendero macchiato",e rfetoti compade lo io
Prendiamo un caffe al bar,prendiamo a caffe al bar
Si grazie e arrivederci,a lei ieleuo
Salve quanto costa quell articolo,salve quanto costa quetiolo
Prego,prego
