Truth,Decoded
Si grazie e arrivederci,due e tutto
Certo ecco a lei vuole un sacchetto,tu e e lo certo
Buongiorno io sono Mario,sono io io io
"Certo volentieri, io lo prendero macchiato",sono io ora io e mario
Perfetto vorrei comprarne due.,euro io ora io
Tutto bene grazie,tutto e lo
Prego,pero
Buonasera io sono Mario,un e io io io
Va bene grazie lo stesso,va tu so
Certo ecco a lei vuole un sacchetto,io e a lo
Quanto costa il biglietto,certo io
Tutto bene tu,io
Si grazie e arrivederci,pero e rato
A che ora arriva il pullman,io a e io
Buongiorno io sono Mario,io ora io io io
Le auguro una buona giornata,bene io una un e
