Truth,Decoded
Tutto bene tu,quanto bene
Prendiamo un caffe al bar,prendiamo a che a
Le auguro una buona giornata,e quanto costa un ulata
Buongiorno io sono Mario,prego tu
Piacere Luigi come stai,piacere lo io come stai
A che ora arriva il pullman,e a ora io un
Tutto bene grazie,quanto bene
Perfetto vorrei comprarne due.,sirao stai releutsa
"Certo volentieri, io lo prendero macchiato",si e cidreruo
Salve quanto costa quell articolo,va fetnrce certo
Purtroppo non lo so pero potresti chiedere all autista,certo so lei lo il lutsa
E in offerta costa dieci euro,e a
Quanto costa il biglietto,qatocst a
Certo ecco a lei vuole un sacchetto,io reat io so
Prego,prego
Buonasera io sono Mario,buoneni io sono mario
