Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti che deral autista
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
A che ora arriva il pullman,che bar io pullman
Certo ecco a lei vuole un sacchetto,si gren ocotr io comleito
Buonasera io sono Mario,buonasera io sono mario
Le auguro una buona giornata,quanto voato una io lata
Quanto costa il biglietto,quanto stai e io
Tutto bene tu,fetoto bene e
Prego,prengogo
Dovrebbe arrivare tra qualche minuto,dovrfeto e arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Si grazie e arrivederci,si rtototi il costa
Purtroppo non lo so pero potresti chiedere all autista,prurono otont io costa lei ederl autista
Tutto bene grazie,le quanto bene e
Salve quanto costa quell articolo,salve quanto costa quertiolo
