Truth,Decoded
Si grazie e arrivederci,si gririeleuo
Salve quanto costa quell articolo,a fetnr taeiolo
Prego,prego
Dovrebbe arrivare tra qualche minuto,perfetto a a e e euro
Purtroppo non lo so pero potresti chiedere all autista,prtroei lo costa
Tutto bene tu,luigi le a
Piacere Luigi come stai,pero un io come stai
Certo ecco a lei vuole un sacchetto,si e ora io io coaeso
A che ora arriva il pullman,a che mario il pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,va bene a quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
