Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,quanto e dieci
"Certo volentieri, io lo prendero macchiato",e qeta costadrerlruo
Purtroppo non lo so pero potresti chiedere all autista,pero io va poleipreierl autista
Dovrebbe arrivare tra qualche minuto,perfetto a areare euro
Va bene grazie lo stesso,e greone e io e
E in offerta costa dieci euro,e lei ieieo
Prendiamo un caffe al bar,prendiamo a caffe lo bar
Piacere Luigi come stai,piacere un come stai
A che ora arriva il pullman,a e tra tra io pullman
Le auguro una buona giornata,le quanto tutto una il iata
Buongiorno io sono Mario,prfeon tu
Certo ecco a lei vuole un sacchetto,io gren ora io lo
Buonasera io sono Mario,buonasera io sono mario
