Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
"Certo volentieri, io lo prendero macchiato",certontero lo pero prendero macchiato
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Prendiamo un caffe al bar,prendiamo un caffe al bar
Tutto bene grazie,tutto bene io io
A che ora arriva il pullman,a cheora mario io sono io
Salve quanto costa quell articolo,le quanto una vuole un a
Si grazie e arrivederci,si grazie il uecoe stai
Buongiorno io sono Mario,buongiorno io sono mario
Va bene grazie lo stesso,bene grazie lo stesso
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,certo a le io vuole macchiato
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Le auguro una buona giornata,le auguro una un giornata
A che ora arriva il pullman,a cheora arriva il pullman
