Truth,Decoded
Si grazie e arrivederci,rtere io ecco
Certo ecco a lei vuole un sacchetto,io bar tra io incheto
Buongiorno io sono Mario,buona io sono mario
"Certo volentieri, io lo prendero macchiato",certo io io lo bene acriato
Perfetto vorrei comprarne due.,pero vorrei corare due
Tutto bene grazie,tutto bene grazie
Prego,pero
Buonasera io sono Mario,bungeri io sono mario
Va bene grazie lo stesso,va bene grazie stesso
Certo ecco a lei vuole un sacchetto,certo lo e vuole acheto
Quanto costa il biglietto,quanto lei
Tutto bene tu,tutto bene tu
Si grazie e arrivederci,si grazie aeaieci
A che ora arriva il pullman,buona ariai pullman
Buongiorno io sono Mario,buonsoro io sono mario
Le auguro una buona giornata,e euro un buona auauta
