Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prego,prego
Perfetto vorrei comprarne due.,si graoneto costa a io
E in offerta costa dieci euro,gfeora costa io
Quanto costa il biglietto,quanto costa il ilito
Le auguro una buona giornata,salve quanto certo una iolata
Buongiorno io sono Mario,butongonoio un mario
Buonasera io sono Mario,tu ogiria io sono mario
Va bene grazie lo stesso,grito bene io ora
Tutto bene grazie,buaogr io io le
"Certo volentieri, io lo prendero macchiato",e feonteta costadre lo
Prendiamo un caffe al bar,preodrdiamo un caffe lo bar
Si grazie e arrivederci,si grint tra il io
Salve quanto costa quell articolo,salve quanto otnr tactiolo
Prego,prego
