Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,perfetto sono pundcie alata
Dovrebbe arrivare tra qualche minuto,perfen sono a ararl a che minuto
Purtroppo non lo so pero potresti chiedere all autista,prernvto ora tra come il costa
E in offerta costa dieci euro,e rferi doruo
"Certo volentieri, io lo prendero macchiato",pero corarutlo
Perfetto vorrei comprarne due.,si graneta costa io
Tutto bene tu,furagio bene e
A che ora arriva il pullman,a che ora arriva pullman
Quanto costa il biglietto,quanto a iadelito
Prego,prego
Va bene grazie lo stesso,a e ariedrorutso
Tutto bene grazie,buatraio bene
Prendiamo un caffe al bar,prendiamo un caffe al bar
