Truth,Decoded
Si grazie e arrivederci,e io e io io
Certo ecco a lei vuole un sacchetto,certo a e io acheto
Buongiorno io sono Mario,bungono io sono mario
"Certo volentieri, io lo prendero macchiato",crtoni io lo bene ariato
Perfetto vorrei comprarne due.,pero lo ora e
Tutto bene grazie,tutto bene grazie
Prego,pero
Buonasera io sono Mario,io lei io sono mario
Va bene grazie lo stesso,va bene e stesso
Certo ecco a lei vuole un sacchetto,certo e il vuole acheto
Quanto costa il biglietto,vret e
Tutto bene tu,tutto un tu
Si grazie e arrivederci,si e aeaicri
A che ora arriva il pullman,ora tra un
Buongiorno io sono Mario,buonoro io sono mario
Le auguro una buona giornata,le tra un una auata
