Truth,Decoded
Salve quanto costa quell articolo,al quanto costa quell articolo
Purtroppo non lo so pero potresti chiedere all autista,purtro non io io so pero potre che lo autista
Va bene grazie lo stesso,dorene grazie lo stesso
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a lei uoleoun macheto
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo pero macchiato
Si grazie e arrivederci,si e io erierteso
Si grazie e arrivederci,e io ofezere crire ecco
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo un io so pero potresti chiereal autista
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,certo ecco a e il un sacchetto
Buongiorno io sono Mario,buongiorno io sono mario
