Truth,Decoded
Tutto bene tu,tutto bene tu
E in offerta costa dieci euro,e in offerta costa dieci euro
Quanto costa il biglietto,quanto costa il biglietto
Si grazie e arrivederci,non stai io ciolel si
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Buongiorno io sono Mario,buongiorno io sono mario
A che ora arriva il pullman,a che ora arriva il pullman
Certo ecco a lei vuole un sacchetto,certo onatra lo io vuole un sacchetto
Buonasera io sono Mario,buongiorno io sono mario
Dovrebbe arrivare tra qualche minuto,va bene areatira quell un stesso
Prendiamo un caffe al bar,pbuniao un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo olntiero lo io prendero macchiato
Purtroppo non lo so pero potresti chiedere all autista,purtroppo sono so pero potresti chiedere al autista
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Salve quanto costa quell articolo,salve quanto costa quell articolo
