Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri lo prendero macchiato
Le auguro una buona giornata,salve quanto certo una che lata
Dovrebbe arrivare tra qualche minuto,doverfetn io a arare a che minuto
Purtroppo non lo so pero potresti chiedere all autista,prtravo otrtilcpte e costa
E in offerta costa dieci euro,e gfetneara io si io
"Certo volentieri, io lo prendero macchiato",e gfet costadreltilo
Perfetto vorrei comprarne due.,si quanto costa bar due
Tutto bene tu,tuanogoio bene a
A che ora arriva il pullman,va che vorariva io pullman
Quanto costa il biglietto,quanto stai io itito
Prego,pregngogo
Va bene grazie lo stesso,si retone bar lo sono
Tutto bene grazie,le quanto io io bene io
Prendiamo un caffe al bar,prendiamo un caffe al bar
