Truth,Decoded
Tutto bene tu,e e
Prendiamo un caffe al bar,peretn e
Le auguro una buona giornata,pero io una
Buongiorno io sono Mario,pero tu
Piacere Luigi come stai,pero io lo
A che ora arriva il pullman,e si e
Tutto bene grazie,due
Perfetto vorrei comprarne due.,certo io io lo
"Certo volentieri, io lo prendero macchiato",pireieo
Salve quanto costa quell articolo,sono
Purtroppo non lo so pero potresti chiedere all autista,certo e si e tra
E in offerta costa dieci euro,e e
Quanto costa il biglietto,pero
Certo ecco a lei vuole un sacchetto,pero e
Prego,pero
Buonasera io sono Mario,buona io mario
