Truth,Decoded
Si grazie e arrivederci,certo e lo
Certo ecco a lei vuole un sacchetto,io e a cuoceto
Buongiorno io sono Mario,buonono io sonario
"Certo volentieri, io lo prendero macchiato",prtoniro io un e mario
Perfetto vorrei comprarne due.,certo sono braue
Tutto bene grazie,tu bene io
Prego,pero
Buonasera io sono Mario,runori io sonoario
Va bene grazie lo stesso,bene e pero
Certo ecco a lei vuole un sacchetto,e e a vuoeceto
Quanto costa il biglietto,certo lo
Tutto bene tu,tutto tu
Si grazie e arrivederci,si e e io
A che ora arriva il pullman,lo si lo
Buongiorno io sono Mario,bunori io sono mario
Le auguro una buona giornata,e auguro lo un una
