Truth,Decoded
Si grazie e arrivederci,tu lo
Certo ecco a lei vuole un sacchetto,euro io sono
Buongiorno io sono Mario,io io io io
"Certo volentieri, io lo prendero macchiato",sono io io io e io
Perfetto vorrei comprarne due.,tu io ora e
Tutto bene grazie,tu e
Prego,pero
Buonasera io sono Mario,bene io io io
Va bene grazie lo stesso,pero io
Certo ecco a lei vuole un sacchetto,certo lo
Quanto costa il biglietto,io io
Tutto bene tu,io
Si grazie e arrivederci,io io
A che ora arriva il pullman,io io io
Buongiorno io sono Mario,ruoio io
Le auguro una buona giornata,e e io lo lo
