Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,un io ailio
"Certo volentieri, io lo prendero macchiato",peretnta cosradrel lo
Purtroppo non lo so pero potresti chiedere all autista,prtopo rivei come preierl costa
Dovrebbe arrivare tra qualche minuto,perfetntito a careare io due
Va bene grazie lo stesso,e greone grazie certo
E in offerta costa dieci euro,e gfetra io io
Prendiamo un caffe al bar,prendiamo e caffe al bar
Piacere Luigi come stai,piacere un io come stai
A che ora arriva il pullman,parhe ora io pullman
Le auguro una buona giornata,le quanto costa una io lata
Buongiorno io sono Mario,butongono io e io
Certo ecco a lei vuole un sacchetto,e gren tra io lo io
Buonasera io sono Mario,buonasera io sono mario
