Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prego,prego
Perfetto vorrei comprarne due.,si quanto costa a a io
E in offerta costa dieci euro,gfet costa io
Quanto costa il biglietto,quanto costa io io
Le auguro una buona giornata,le quanto certo costa il glata
Buongiorno io sono Mario,utotio bene io
Buonasera io sono Mario,buonasera io sono mario
Va bene grazie lo stesso,greone io aizie ecco
Tutto bene grazie,qutobo le io
"Certo volentieri, io lo prendero macchiato",salve quanteta costa e lo lo
Prendiamo un caffe al bar,prendiamo a caffe al bar
Si grazie e arrivederci,si griaieaileuo
Salve quanto costa quell articolo,salve quatnart citaceticolo
Prego,prego
