Truth,Decoded
Tutto bene tu,tutto io
Prendiamo un caffe al bar,peredio a e a
Le auguro una buona giornata,quanto costa un tra
Buongiorno io sono Mario,pretntu
Piacere Luigi come stai,pero io e mario
A che ora arriva il pullman,e ora vuole
Tutto bene grazie,tu bene
Perfetto vorrei comprarne due.,certo io e
"Certo volentieri, io lo prendero macchiato",e pero
Salve quanto costa quell articolo,va e ecco
Purtroppo non lo so pero potresti chiedere all autista,certo io si e autista
E in offerta costa dieci euro,e e
Quanto costa il biglietto,qatea
Certo ecco a lei vuole un sacchetto,pieretaiti io
Prego,prego
Buonasera io sono Mario,bene io sono mario
