Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo io io e ariato
Tutto bene tu,un tu
Le auguro una buona giornata,e un io un io
Salve quanto costa quell articolo,salve quanto e sono
Piacere Luigi come stai,pero io io io io
Perfetto vorrei comprarne due.,paereto ora bene
"Certo volentieri, io lo prendero macchiato",pero oririo io oermariao
E in offerta costa dieci euro,e un lei tra io
A che ora arriva il pullman,e e lo a io io
Buongiorno io sono Mario,un io onmio
Purtroppo non lo so pero potresti chiedere all autista,prtopono io lo io che emacte
Dovrebbe arrivare tra qualche minuto,derberi un a e io
Tutto bene tu,tutto bene
Certo ecco a lei vuole un sacchetto,pero e io conaito
Quanto costa il biglietto,pero io a
Tutto bene grazie,tutto bene io
