Truth,Decoded
"Certo volentieri, io lo prendero macchiato",io io io io io lo
Tutto bene tu,e io
Le auguro una buona giornata,euro io io
Salve quanto costa quell articolo,io lo
Piacere Luigi come stai,io io
Perfetto vorrei comprarne due.,io lo
"Certo volentieri, io lo prendero macchiato",tu io io
E in offerta costa dieci euro,io io
A che ora arriva il pullman,tu io
Buongiorno io sono Mario,e io
Purtroppo non lo so pero potresti chiedere all autista,euro io io e certo
Dovrebbe arrivare tra qualche minuto,io lo
Tutto bene tu,tu io
Certo ecco a lei vuole un sacchetto,tu lo
Quanto costa il biglietto,tu io
Tutto bene grazie,e io
