Truth,Decoded
Si grazie e arrivederci,io lo
Certo ecco a lei vuole un sacchetto,ecco lo
Buongiorno io sono Mario,io lo
"Certo volentieri, io lo prendero macchiato",io io lo
Perfetto vorrei comprarne due.,e lo
Tutto bene grazie,un lo
Prego,bene io
Buonasera io sono Mario,io lo
Va bene grazie lo stesso,e io
Certo ecco a lei vuole un sacchetto,certo io io
Quanto costa il biglietto,io lo
Tutto bene tu,tu lo
Si grazie e arrivederci,tu io
A che ora arriva il pullman,e tu io
Buongiorno io sono Mario,ruoeoeio
Le auguro una buona giornata,un io io io
