Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
A che ora arriva il pullman,a che oarivio pullman
Certo ecco a lei vuole un sacchetto,e gfen ora si couelio
Buonasera io sono Mario,buonasera io sono mario
Le auguro una buona giornata,perfetto certo una che alata
Quanto costa il biglietto,quanto io elata
Tutto bene tu,fetoto bene e
Prego,e rengogo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Si grazie e arrivederci,certo si dpiel costa
Purtroppo non lo so pero potresti chiedere all autista,prurnto otont io costa lei cedrel autista
Tutto bene grazie,e fugntoia bene stai
Salve quanto costa quell articolo,salve quanto costa due articolo
