Truth,Decoded
Si grazie e arrivederci,io lo
Certo ecco a lei vuole un sacchetto,ecco lo
Buongiorno io sono Mario,tu io lo
"Certo volentieri, io lo prendero macchiato",io io ora e e lo
Perfetto vorrei comprarne due.,e e a le
Tutto bene grazie,un e
Prego,e io
Buonasera io sono Mario,un io
Va bene grazie lo stesso,e bene io
Certo ecco a lei vuole un sacchetto,certo io e lo
Quanto costa il biglietto,e lo
Tutto bene tu,tutto
Si grazie e arrivederci,io io
A che ora arriva il pullman,e io io
Buongiorno io sono Mario,io io io
Le auguro una buona giornata,io io e e io
