Truth,Decoded
Si grazie e arrivederci,e teruie e io
Certo ecco a lei vuole un sacchetto,pero io io
Buongiorno io sono Mario,tu e vuiao
"Certo volentieri, io lo prendero macchiato",due lo io
Perfetto vorrei comprarne due.,e qienaeo
Tutto bene grazie,pero atoago
Prego,vnerun ismsmo
Buonasera io sono Mario,e e va io
Va bene grazie lo stesso,vnerurie io so
Certo ecco a lei vuole un sacchetto,e lo
Quanto costa il biglietto,in e io io
Tutto bene tu,in tu io io
Si grazie e arrivederci,in e io io
A che ora arriva il pullman,le bar in io
Buongiorno io sono Mario,tra lo
Le auguro una buona giornata,e moago
