Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,perfentron sono ora che alata
Dovrebbe arrivare tra qualche minuto,e rfendoto a arare tra qualche minuto
Purtroppo non lo so pero potresti chiedere all autista,prurnto sono si io costa ptelil autista
E in offerta costa dieci euro,si gretira costa due io
"Certo volentieri, io lo prendero macchiato",preteti comstadre lo io
Perfetto vorrei comprarne due.,si grato costa lsaqrel io
Tutto bene tu,preotra io come le
A che ora arriva il pullman,a che ora mario io pullman
Quanto costa il biglietto,a quanto sosaielilita
Prego,prego
Va bene grazie lo stesso,si e mario lo tutto
Tutto bene grazie,ruaongta io un igite
Prendiamo un caffe al bar,preondrndiamo un caffe al bar
