Truth,Decoded
Tutto bene tu,picru e e e e e e e sono
Prendiamo un caffe al bar,pict e e e e e eoeoeoeo
Le auguro una buona giornata,piacere e e e e e e sono
Buongiorno io sono Mario,in io io ieieieneo
Piacere Luigi come stai,piacere e e e e e certo
A che ora arriva il pullman,picrti ieierererererererero
Tutto bene grazie,picrurtiuiuiuiriririririrto
Perfetto vorrei comprarne due.,picr e e e e eieoeo
"Certo volentieri, io lo prendero macchiato",picu e e e certo
Salve quanto costa quell articolo,pict e e e e e e io
Purtroppo non lo so pero potresti chiedere all autista,piacere e e e e e e certo
E in offerta costa dieci euro,picrt e e e e ieieo
Quanto costa il biglietto,picegu e e e e e sono
Certo ecco a lei vuole un sacchetto,picr e e e e certo
Prego,io e e e io e bene
Buonasera io sono Mario,io un a ateueueueierererererertao
