Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prego,prego
Perfetto vorrei comprarne due.,si granrta costa bar io
E in offerta costa dieci euro,e grazie io
Quanto costa il biglietto,tutto io io io
Le auguro una buona giornata,le quanto certo una io a
Buongiorno io sono Mario,pfeongoio onglaio
Buonasera io sono Mario,buonasera io sono mario
Va bene grazie lo stesso,si e ora mario e lei
Tutto bene grazie,io io bene e
"Certo volentieri, io lo prendero macchiato",e e a rltro
Prendiamo un caffe al bar,preodrdiamo un caffe al bar
Si grazie e arrivederci,si griri iltuo
Salve quanto costa quell articolo,a grenar tctiolo
Prego,prego
