Truth,Decoded
Si grazie e arrivederci,si gririede lo
Salve quanto costa quell articolo,e fetnrt qtaqetiolo
Prego,prego
Dovrebbe arrivare tra qualche minuto,doreoa arrivare a due minuto
Purtroppo non lo so pero potresti chiedere all autista,certo rtvei poteipoeier autista
Tutto bene tu,euro costa bene a
Piacere Luigi come stai,piaereto uouri come stai
Certo ecco a lei vuole un sacchetto,si e tu si io colso
A che ora arriva il pullman,a che voraria io pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve certo a quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a leivuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
