Truth,Decoded
"Certo volentieri, io lo prendero macchiato",euro io io io io
Tutto bene tu,io lo
Le auguro una buona giornata,tu a lo
Salve quanto costa quell articolo,tu io
Piacere Luigi come stai,io io
Perfetto vorrei comprarne due.,tu io
"Certo volentieri, io lo prendero macchiato",certo io io io io
E in offerta costa dieci euro,un io lo
A che ora arriva il pullman,e io
Buongiorno io sono Mario,tutto io
Purtroppo non lo so pero potresti chiedere all autista,io io io e e io
Dovrebbe arrivare tra qualche minuto,un lo
Tutto bene tu,tutto
Certo ecco a lei vuole un sacchetto,tu io
Quanto costa il biglietto,tutto
Tutto bene grazie,un io
