Truth,Decoded
Prendiamo un caffe al bar,prendiamo un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non io so pero potrtidirede al autista
Certo ecco a lei vuole un sacchetto,io una le io sono sachieto
"Certo volentieri, io lo prendero macchiato",certo olntiero io pero pero macchiato
Quanto costa il biglietto,quanto costa il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve quanto una vuole e io
A che ora arriva il pullman,a che arriva io pullman
Dovrebbe arrivare tra qualche minuto,va bene agrairavael stesso
Prego,prego
E in offerta costa dieci euro,e in offerta costa si euro
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere luigi come stai
