Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa una articolo
Certo ecco a lei vuole un sacchetto,certo ecco lei vuole un sacchetto
Quanto costa il biglietto,qatocie io
"Certo volentieri, io lo prendero macchiato",io gqet osradreruo
Purtroppo non lo so pero potresti chiedere all autista,certo io porodore autista
Dovrebbe arrivare tra qualche minuto,prfetocta areareue
Va bene grazie lo stesso,si e e
E in offerta costa dieci euro,si e io
Prendiamo un caffe al bar,prendiamo un che a
Piacere Luigi come stai,pero io come stai
A che ora arriva il pullman,e e a tra io pullman
Le auguro una buona giornata,e quanto costa una una
Buongiorno io sono Mario,prego tu
Certo ecco a lei vuole un sacchetto,piae great io io
Buonasera io sono Mario,buzera io sono mario
