Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri lo prendero macchiato
Prego,prego
Perfetto vorrei comprarne due.,si grata costaerio
E in offerta costa dieci euro,a gret io
Quanto costa il biglietto,quotosta e
Le auguro una buona giornata,salve quanto costa costa si glata
Buongiorno io sono Mario,prego
Buonasera io sono Mario,buonasera io sono mario
Va bene grazie lo stesso,a tra io si
Tutto bene grazie,io io bene e
"Certo volentieri, io lo prendero macchiato",e rfeta costa lo
Prendiamo un caffe al bar,preordamo unacafe al bar
Si grazie e arrivederci,si ritui
Salve quanto costa quell articolo,e gfen a ctiolo
Prego,prego
