Truth,Decoded
"Certo volentieri, io lo prendero macchiato",pereoiero lo sono mario
Tutto bene tu,tutto un tu
Le auguro una buona giornata,le un io una ularto
Salve quanto costa quell articolo,salve quanto stai uleto
Piacere Luigi come stai,paereou e stai
Perfetto vorrei comprarne due.,paefeto vorrei che
"Certo volentieri, io lo prendero macchiato",bene oririopr e mario
E in offerta costa dieci euro,le un io tra costa a io
A che ora arriva il pullman,le e bar io puomain
Buongiorno io sono Mario,tuner io sono io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io so certo io e autista
Dovrebbe arrivare tra qualche minuto,dovrbubei a a minuto
Tutto bene tu,tutto bene
Certo ecco a lei vuole un sacchetto,bene a io io un mario
Quanto costa il biglietto,tutto e tu
Tutto bene grazie,tutto bngaie
